,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,Days_As_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Total_AcceptedCmp,AcceptedAnyCmp,Complain
195,47.0,Graduation,Married,31353.0,1,1,24,3876,10,0,10,3,1,7,31,2,1,1,2,8,0,0,0,0,0,0,0,0,0
196,44.0,Master,Married,69661.0,0,0,80,3741,656,16,106,32,16,8,834,1,7,3,12,3,0,0,0,0,0,0,0,0,0
197,70.0,Graduation,Married,80067.0,0,0,82,3977,519,17,813,27,173,51,1600,1,4,6,6,2,0,0,0,0,1,0,1,1,0
198,70.0,Graduation,Married,86718.0,0,0,20,4222,344,189,482,50,33,172,1270,1,5,6,5,2,0,0,0,0,0,0,0,0,0
199,51.0,PhD,Single,46854.0,1,1,81,3784,96,1,79,7,1,79,263,6,5,1,3,8,0,0,1,0,0,1,2,1,0
200,72.0,Graduation,Divorced,69142.0,0,1,50,3694,448,4,34,6,4,39,535,3,8,1,7,5,0,0,0,1,0,0,1,1,0
201,56.0,Graduation,Single,75922.0,0,0,60,3896,265,138,553,224,23,92,1295,1,4,4,9,1,0,0,0,0,0,0,0,0,0
202,46.0,Graduation,Divorced,63693.0,0,1,63,3952,587,43,337,42,87,54,1150,3,11,6,9,6,0,0,0,0,0,0,0,0,0
203,47.0,PhD,Together,102160.0,0,0,54,4298,763,29,138,76,176,58,1240,0,7,9,10,4,1,0,0,1,1,1,4,1,0
204,59.0,PhD,Single,40637.0,1,1,72,4041,22,0,13,0,0,3,38,2,1,0,3,7,0,0,0,0,0,0,0,0,0
205,40.0,Master,Single,18890.0,0,0,5,4290,6,4,1,7,2,15,35,1,0,1,2,6,0,0,1,0,0,1,2,1,0
206,36.0,Graduation,Together,29604.0,1,0,88,3897,7,6,13,7,6,14,53,1,1,0,3,9,0,0,1,0,0,0,1,1,0
207,61.0,Master,Divorced,48721.0,1,1,50,4106,81,18,113,47,13,21,293,6,4,2,5,6,0,0,0,0,0,0,0,0,0
208,58.0,Graduation,Married,44794.0,0,1,99,3715,54,0,7,0,0,4,65,1,2,0,3,6,0,0,0,0,0,0,0,0,0
209,70.0,Graduation,Divorced,64497.0,0,1,17,4351,1170,48,320,42,32,192,1804,5,11,4,9,8,0,0,1,0,0,1,2,1,0
210,68.0,Graduation,Together,46097.0,0,1,11,4149,72,24,68,65,4,8,241,5,3,1,6,4,0,0,0,0,0,0,0,0,0
211,70.0,Graduation,Together,77972.0,0,0,18,3797,613,22,319,33,102,12,1101,1,4,6,9,1,0,0,0,0,0,0,0,0,0
212,56.0,PhD,Married,44377.0,1,1,70,4326,224,0,30,0,0,10,264,8,5,1,5,8,0,0,0,0,0,0,0,0,0
213,50.0,Master,Together,46014.0,1,1,21,4218,410,0,59,19,9,44,541,10,7,1,8,7,0,0,0,0,0,0,0,0,0
214,39.0,Graduation,Married,70951.0,0,0,66,4115,239,10,554,254,87,54,1198,1,3,4,9,1,0,0,0,0,0,0,0,0,0
215,47.0,Graduation,Married,41443.0,1,0,79,3783,171,7,171,25,19,89,482,6,8,1,5,8,0,0,0,0,0,0,0,0,0
216,46.0,2n Cycle,Single,52195.0,2,1,2,3742,12,0,4,0,0,1,17,1,1,0,2,8,0,0,0,0,0,0,0,0,0
217,76.0,Master,Married,83790.0,0,0,81,3920,1076,16,417,42,48,16,1615,1,8,10,6,3,0,0,0,1,1,0,2,1,0
218,70.0,Master,Widow,44551.0,0,1,24,3996,182,4,33,0,0,66,285,2,4,1,5,7,0,0,0,0,0,0,0,0,0
219,44.0,Graduation,Together,69508.0,1,0,48,4286,824,32,162,42,32,43,1135,2,11,4,11,6,0,0,0,0,0,0,0,0,0
220,36.0,2n Cycle,Together,45204.0,1,0,93,3773,30,11,25,29,1,18,114,1,1,1,4,3,0,0,0,0,0,0,0,0,0
221,55.0,Graduation,Married,72460.0,0,0,56,3921,377,10,540,80,30,10,1047,1,3,5,7,1,0,0,0,0,0,0,0,0,0
222,54.0,PhD,Together,77622.0,0,2,3,3770,520,7,154,19,0,14,714,2,6,3,11,3,0,0,0,0,0,0,0,0,0
223,44.0,PhD,Married,30732.0,1,0,44,4234,155,1,25,0,1,3,185,4,4,1,4,8,0,0,0,0,0,0,0,0,0
224,62.0,Graduation,Divorced,63887.0,0,1,38,4353,897,23,207,15,11,92,1245,5,9,6,12,6,0,0,0,0,0,0,0,0,0
225,46.0,Graduation,Together,42011.0,1,0,46,4154,131,0,16,2,1,39,189,4,3,1,4,8,0,0,0,0,0,0,0,0,0
226,48.0,Graduation,Together,51369.0,0,1,84,4306,297,7,79,0,11,182,576,2,8,2,4,8,0,0,0,0,0,0,0,0,0
227,72.0,Graduation,Divorced,51537.0,0,1,27,4261,787,20,204,0,0,92,1103,3,2,2,11,8,0,0,0,0,0,0,0,0,0
228,52.0,PhD,Married,79930.0,0,0,72,4384,792,86,740,67,51,17,1753,1,3,5,8,2,0,0,0,0,0,0,0,0,0
229,38.0,PhD,Together,34320.0,1,0,66,3827,4,1,9,3,0,0,17,1,1,0,2,8,0,0,0,0,0,0,0,0,0
230,58.0,Graduation,Single,37070.0,1,1,30,4160,231,7,137,4,15,39,433,9,5,1,8,7,0,0,0,0,0,1,1,1,0
231,62.0,2n Cycle,Divorced,81975.0,0,1,2,4234,983,76,184,180,138,27,1588,1,6,3,4,7,0,0,0,0,1,0,1,1,0
232,53.0,Graduation,Together,38590.0,1,0,65,4104,3,1,8,4,3,3,22,1,1,0,2,8,0,0,0,0,0,0,0,0,0
233,73.0,Graduation,Single,15033.0,0,0,37,3768,0,4,5,6,0,4,19,1,1,0,3,3,0,0,0,0,0,0,0,0,0
234,59.0,PhD,Married,62745.0,0,1,89,4157,562,21,464,28,10,32,1117,3,7,8,11,5,0,0,0,0,0,0,0,0,0
235,49.0,2n Cycle,Married,22212.0,1,0,49,3896,5,9,20,6,8,21,69,2,2,0,4,6,0,0,0,0,0,0,0,0,0
236,42.0,Master,Together,23661.0,1,0,46,3901,18,0,4,0,0,1,23,1,1,0,3,7,0,0,0,0,0,0,0,0,0
237,66.0,PhD,Single,79761.0,0,1,32,3962,415,5,124,15,35,11,605,1,5,2,11,3,0,0,0,0,0,0,0,0,0
238,51.0,Graduation,Single,7500.0,1,0,54,3879,5,3,10,12,7,20,57,4,3,1,3,7,0,0,0,0,0,0,0,0,0
239,55.19419642857143,2n Cycle,Single,60182.0,0,1,23,3737,8,0,5,7,0,2,22,1,1,0,2,4,0,0,0,0,0,0,0,0,0
240,56.0,Graduation,Widow,73455.0,0,0,98,3938,901,61,757,186,163,20,2088,1,6,5,10,3,0,0,0,1,0,0,1,1,0
241,66.0,Graduation,Together,64961.0,0,1,97,4247,382,114,276,75,124,38,1009,2,6,4,4,3,0,0,0,0,0,0,0,0,0
242,53.0,Graduation,Single,22804.0,1,0,75,4027,14,1,7,2,1,1,26,1,2,0,2,9,0,0,0,0,0,0,0,0,0
243,34.0,Graduation,Married,73687.0,0,0,8,3907,559,153,503,218,13,181,1627,1,3,9,9,2,1,0,0,0,0,1,2,1,0
244,66.0,Graduation,Married,61074.0,0,1,37,4375,789,0,133,0,28,152,1102,7,11,5,8,7,0,0,0,0,0,0,0,0,0
245,60.0,PhD,Married,31686.0,1,1,31,3718,11,0,5,0,0,1,17,2,1,0,3,6,0,0,0,0,0,0,0,0,0
246,52.0,Graduation,Married,80134.0,1,0,40,4099,1218,16,272,104,0,80,1690,2,5,3,6,6,1,0,0,1,1,1,4,1,0
247,71.0,Graduation,Married,75027.0,0,1,74,4230,925,64,179,133,12,77,1390,2,9,4,6,5,0,0,0,0,0,0,0,0,0
248,36.0,PhD,Married,67546.0,0,0,90,4361,864,134,768,150,38,172,2126,1,4,10,5,3,0,0,0,0,0,0,0,0,0
249,55.0,Master,Together,65176.0,0,1,57,4302,960,28,183,220,70,70,1531,4,9,6,6,6,0,0,0,0,0,0,0,0,0
250,49.0,Master,Single,31160.0,1,0,59,3980,16,3,25,6,1,13,64,2,2,0,3,8,0,0,0,0,0,0,0,0,0
251,39.0,Graduation,Single,29938.0,1,0,52,3939,3,3,7,0,2,11,26,2,1,0,3,6,0,0,0,0,0,0,0,0,0
252,50.0,Graduation,Divorced,102692.0,0,0,5,4144,168,148,444,32,172,148,1112,1,6,9,13,2,1,1,0,1,1,1,5,1,0
253,66.0,2n Cycle,Together,26490.0,0,0,92,4339,45,47,52,21,20,25,210,2,3,1,5,6,0,0,0,0,0,0,0,0,0
254,57.0,Graduation,Together,75702.0,1,1,77,4363,650,28,353,45,42,30,1148,5,4,6,11,8,0,0,0,0,0,0,0,0,0
255,50.0,PhD,Single,30899.0,1,0,35,4318,24,0,8,0,0,1,33,2,1,0,3,6,0,0,0,0,0,0,0,0,0
256,63.0,PhD,Together,63342.0,0,1,48,4315,918,21,118,13,10,21,1101,3,8,3,5,6,0,0,0,1,0,0,1,1,0
257,60.0,Graduation,Single,45989.0,0,1,97,4309,138,33,87,28,24,12,322,4,3,2,7,3,0,0,0,0,0,0,0,0,0
258,60.0,Graduation,Single,18701.0,1,1,95,4084,12,4,2,10,6,10,44,4,2,0,4,5,0,0,0,0,0,0,0,0,0
259,67.0,PhD,Single,40737.0,2,1,24,3897,11,0,4,0,0,2,17,1,1,0,2,8,0,0,0,0,0,0,0,0,0
260,45.0,Graduation,Divorced,15287.0,1,0,60,4321,1,2,8,4,3,13,31,2,1,1,2,7,0,0,1,0,0,1,2,1,0
261,56.0,PhD,Divorced,69674.0,0,2,46,4097,554,41,215,11,0,24,845,3,10,2,10,5,0,0,0,0,0,0,0,0,0
262,54.0,Master,Married,44159.0,1,0,85,3706,167,2,62,24,13,7,275,4,4,1,6,5,0,0,0,0,0,0,0,0,0
263,46.0,PhD,Married,37717.0,1,0,31,4277,9,0,6,4,1,5,25,1,1,0,2,9,0,0,0,0,0,0,0,0,0
264,72.0,Master,Together,43776.0,1,1,9,4205,177,2,71,3,2,20,275,6,5,2,4,8,0,0,0,0,0,1,1,1,0
265,58.0,Master,Married,38179.0,1,1,30,4166,38,4,22,4,2,20,90,4,3,1,3,7,0,0,0,0,0,0,0,0,0
266,61.0,Graduation,Married,80124.0,0,0,47,3697,483,84,398,205,84,241,1495,1,3,7,8,1,0,0,1,0,0,0,1,1,0
267,54.0,PhD,Married,38097.0,1,1,70,4316,77,2,35,0,1,69,184,4,3,2,2,7,0,0,1,0,0,1,2,1,0
268,54.0,Graduation,Married,72940.0,0,0,13,4069,182,74,298,162,149,116,981,1,3,3,6,1,0,0,0,0,0,0,0,0,0
269,54.0,Graduation,Together,22070.0,1,0,11,3962,10,7,19,8,2,21,67,2,2,2,2,6,0,0,0,0,0,0,0,0,0
270,71.0,Graduation,Single,69267.0,0,0,31,4339,778,44,499,95,73,146,1635,2,3,4,5,7,0,0,0,0,0,1,1,1,0
271,41.0,Master,Single,31788.0,1,0,15,3795,16,7,23,0,8,6,60,3,3,0,4,5,0,0,0,0,0,0,0,0,1
272,49.0,PhD,Together,61905.0,0,1,2,3839,167,0,43,6,2,13,231,2,4,2,4,5,0,0,0,0,0,0,0,0,0
273,64.0,Graduation,Married,29315.0,1,1,55,3778,13,2,14,8,7,4,48,4,2,0,4,6,0,0,0,0,0,0,0,0,0
274,61.0,Graduation,Divorced,33378.0,1,1,38,4202,33,6,40,3,7,10,99,3,2,0,4,7,0,0,0,0,0,0,0,0,0
275,61.0,PhD,Together,66313.0,0,1,86,3980,625,7,99,10,22,7,770,2,6,3,12,4,0,0,0,0,0,0,0,0,0
276,68.0,Graduation,Single,60714.0,0,0,56,4222,216,162,224,101,92,162,957,2,7,4,10,5,0,0,0,0,0,1,1,1,0
277,43.0,Master,Together,77882.0,0,0,29,3754,68,129,396,188,22,15,818,1,3,3,5,1,0,0,0,0,0,0,0,0,0
278,38.0,PhD,Single,69867.0,0,0,30,4147,196,0,512,33,130,54,925,1,3,5,8,1,1,0,0,0,0,1,2,1,0
279,56.0,Master,Divorced,63841.0,0,1,64,4128,635,15,100,20,7,131,908,1,9,3,9,6,0,0,0,0,0,0,0,0,0
280,43.0,Basic,Married,24480.0,1,0,46,4197,4,19,9,28,25,17,102,3,3,0,4,7,0,0,0,0,0,0,0,0,0
283,50.0,PhD,Together,65640.0,0,1,74,3814,204,7,149,20,15,66,461,1,5,1,8,2,0,0,0,0,0,0,0,0,0
284,49.0,Master,Married,44319.0,1,1,18,3767,26,0,8,0,0,3,37,2,2,0,3,5,0,0,0,0,0,0,0,0,0
285,50.0,Graduation,Married,30631.0,1,0,75,4046,15,6,20,4,5,20,70,1,3,1,2,7,0,0,0,0,0,0,0,0,0
286,72.0,Graduation,Together,75278.0,0,0,17,4210,304,98,230,150,74,74,930,1,6,3,13,3,0,0,0,0,0,0,0,0,0
287,68.0,Master,Together,50898.0,1,1,88,4231,285,28,242,55,114,135,859,13,6,2,12,5,0,0,0,0,0,0,0,0,0
288,58.0,Graduation,Widow,79946.0,0,0,19,3742,395,183,565,166,141,28,1478,1,5,11,5,3,0,0,0,0,0,0,0,0,0
289,75.0,Master,Divorced,35416.0,0,0,62,4075,248,3,81,4,3,51,390,3,7,1,5,8,0,0,0,0,0,0,0,0,0
290,40.0,2n Cycle,Together,32414.0,0,0,11,4054,20,6,5,0,9,12,52,1,1,0,3,7,0,0,1,0,0,0,1,1,0
291,55.0,Graduation,Together,38361.0,1,0,74,3878,39,0,56,20,8,14,137,3,3,1,3,7,0,0,0,0,0,0,0,0,0
292,44.0,Graduation,Married,82497.0,0,0,32,4300,777,129,573,216,21,203,1919,1,2,7,9,4,0,0,0,0,1,0,1,1,0
293,53.0,Graduation,Together,16626.0,2,0,76,3859,8,3,22,21,1,13,68,3,3,0,3,9,0,0,0,0,0,0,0,0,0
294,59.0,Graduation,Together,29672.0,1,1,6,4168,9,1,3,0,4,8,25,1,0,0,3,6,0,0,0,0,0,0,0,0,0
295,72.0,Master,Together,55951.0,0,1,62,4369,1241,0,80,0,13,40,1374,3,3,6,11,8,0,1,0,1,0,0,2,1,0
296,36.0,2n Cycle,Divorced,35388.0,1,0,20,4173,6,4,7,4,3,8,32,1,1,0,3,7,0,0,0,0,0,0,0,0,0
297,38.0,Master,Together,42386.0,1,0,43,4226,65,4,16,0,4,11,100,1,3,0,3,8,0,0,0,0,0,0,0,0,0
298,42.0,Graduation,Single,68627.0,0,0,45,4227,395,15,263,60,54,38,825,1,2,3,6,1,0,0,0,0,0,0,0,0,0
299,59.0,PhD,Divorced,57912.0,0,1,34,3798,801,0,80,0,0,35,916,5,8,3,12,5,0,0,0,1,0,0,1,1,0
300,66.0,Graduation,Divorced,35246.0,1,1,53,3768,36,0,12,2,2,10,62,4,3,1,3,5,0,0,0,0,0,0,0,0,0
301,68.0,2n Cycle,Together,58821.0,0,1,44,3954,513,14,154,19,0,28,728,1,9,2,9,6,0,0,0,0,0,0,0,0,0
302,46.0,PhD,Married,46377.0,1,0,89,3814,37,0,46,4,3,0,90,1,2,1,3,4,0,0,0,0,0,0,0,0,0
303,36.0,Graduation,Single,39747.0,1,0,43,3771,80,15,93,20,13,52,273,3,5,1,4,8,0,0,0,0,0,0,0,0,0
304,40.0,Graduation,Together,23976.0,1,0,68,3878,14,1,21,2,3,25,66,3,3,1,3,7,0,0,0,0,0,0,0,0,0
305,63.0,Master,Married,80950.0,0,0,44,4152,525,147,112,219,147,63,1213,1,6,7,9,2,1,0,0,0,0,0,1,1,0
306,58.0,Graduation,Widow,27038.0,0,0,64,4343,1,26,25,17,23,15,107,1,3,0,3,9,0,0,0,0,0,1,1,1,0
307,77.0,Graduation,Single,77457.0,0,0,85,3810,675,11,400,15,45,11,1157,1,2,5,10,1,0,0,0,0,1,0,1,1,0
308,60.0,Master,Married,64100.0,0,1,93,3986,509,0,27,0,0,10,546,1,8,3,6,7,0,0,0,1,0,0,1,1,0
309,32.0,Master,Together,42670.0,0,0,12,4122,154,2,46,20,4,15,241,1,4,2,4,4,0,0,0,0,0,0,0,0,0
310,48.0,Graduation,Divorced,12571.0,1,0,86,3856,3,5,14,2,12,17,53,4,3,1,3,6,0,0,0,0,0,0,0,0,0
311,57.0,Graduation,Married,22574.0,2,1,28,3938,25,0,8,2,0,2,37,2,2,0,3,7,0,0,0,0,0,0,0,0,0
312,35.0,Graduation,Married,52792.824653788244,0,0,69,4085,861,138,461,60,30,61,1611,1,6,5,12,3,1,0,0,1,0,0,2,1,0
313,48.0,Master,Single,70893.0,0,0,42,4202,768,44,561,77,44,14,1508,1,6,6,10,3,0,0,0,0,0,0,0,0,0
314,58.0,Graduation,Married,54198.0,1,1,13,3888,185,0,28,3,2,17,235,6,3,1,6,4,0,0,0,0,0,0,0,0,0
315,68.0,Master,Together,28839.0,1,1,86,3804,24,0,7,0,0,1,32,2,2,0,3,5,0,0,0,0,0,0,0,0,0
316,52.0,Graduation,Married,40321.0,1,1,59,4029,44,4,21,6,0,27,102,2,3,0,3,7,0,0,0,0,0,0,0,0,0
317,39.0,Graduation,Single,66503.0,1,0,30,4378,91,64,128,65,3,50,401,2,4,3,6,3,0,0,0,0,0,0,0,0,0
318,73.0,Graduation,Married,30833.0,1,1,33,4042,11,0,7,3,1,6,28,2,1,0,3,5,0,0,0,0,0,0,0,0,0
319,54.0,Graduation,Single,52792.824653788244,1,2,67,4004,738,20,172,52,50,20,1052,6,2,3,10,7,1,0,0,1,0,0,2,1,0
320,53.0,Graduation,Married,64795.0,0,1,23,4222,412,5,119,38,29,77,680,3,3,3,12,2,0,0,0,0,0,0,0,0,0
321,50.0,Graduation,Married,34421.0,1,0,81,4057,3,3,7,6,2,9,30,1,1,0,2,7,0,0,0,0,0,0,0,0,0
322,59.0,PhD,Divorced,47025.0,1,1,6,3834,16,0,3,0,0,1,20,1,1,0,2,7,0,0,0,0,0,0,0,0,0
323,63.0,PhD,Divorced,64325.0,0,1,41,4201,731,60,353,78,12,73,1307,5,10,3,5,7,0,0,0,0,0,0,0,0,0
324,71.0,Graduation,Single,40464.0,0,1,78,4228,424,17,118,7,23,41,630,6,8,2,8,8,0,0,0,0,0,0,0,0,0
325,67.0,Graduation,Married,62187.0,0,0,49,4053,792,0,275,45,45,126,1283,1,4,8,5,3,0,0,0,0,0,0,0,0,0
326,48.0,PhD,Divorced,14849.0,1,0,39,4056,21,2,28,3,2,9,65,3,2,0,4,8,0,0,0,0,0,0,0,0,0
327,40.0,Graduation,Married,27255.0,1,0,3,3928,22,1,11,0,1,2,37,1,1,0,3,7,0,0,0,0,0,0,0,0,0
328,74.0,PhD,Married,54432.0,2,1,37,4110,33,0,5,0,0,0,38,1,1,0,3,4,0,0,0,0,0,0,0,0,0
329,38.0,PhD,Single,29999.0,1,0,22,4195,68,7,59,10,5,11,160,4,3,1,4,8,0,0,0,0,0,0,0,0,0
330,41.0,Graduation,Single,24072.0,1,0,79,4133,9,1,6,3,0,4,23,1,1,0,2,8,0,0,0,0,0,0,0,0,0
331,35.0,PhD,Single,33996.0,0,0,46,3985,40,2,15,8,0,6,71,1,1,1,3,4,0,0,0,0,0,0,0,0,0
332,68.0,PhD,Married,66334.0,0,1,82,4146,909,11,218,0,0,23,1161,2,9,3,5,5,0,0,0,0,0,1,1,1,0
333,53.0,Master,Married,35178.0,1,0,10,4229,23,1,13,2,2,18,59,1,1,1,2,7,0,0,1,0,0,1,2,1,0
334,41.0,Graduation,Together,22010.0,1,0,51,4058,11,2,9,3,0,8,33,2,2,0,3,8,0,0,0,0,0,0,0,0,0
335,64.0,Graduation,Divorced,62204.0,0,2,38,4349,317,46,247,151,46,139,946,1,4,5,12,3,0,0,0,0,0,0,0,0,0
336,56.0,Graduation,Divorced,75693.0,0,0,10,4264,797,153,293,72,97,30,1442,1,11,4,6,4,1,0,0,1,1,1,4,1,0
337,52.0,Graduation,Married,30675.0,1,0,14,4288,10,2,16,11,2,21,62,1,1,0,3,8,0,0,0,0,0,0,0,0,0
338,59.0,Graduation,Together,83003.0,0,0,18,4177,856,61,570,40,25,122,1674,1,7,6,8,3,0,0,0,0,1,1,2,1,0
339,55.19419642857143,PhD,Together,83532.0,0,0,36,3970,755,144,562,104,64,224,1853,1,4,6,4,1,0,0,0,0,1,0,1,1,0
340,36.0,Graduation,Single,68655.0,0,0,95,4382,456,19,832,75,118,38,1538,1,4,5,11,3,0,0,0,0,0,0,0,0,0
341,38.0,Graduation,Divorced,41411.0,0,0,11,3898,37,32,38,11,3,18,139,1,2,1,4,6,0,0,0,0,0,0,0,0,0
342,55.0,PhD,Married,55212.0,0,1,65,4277,1103,0,45,0,0,34,1182,3,4,2,11,8,0,1,0,1,0,0,2,1,0
343,74.0,PhD,Together,59292.0,0,1,71,4075,378,14,68,19,14,14,507,2,3,5,8,3,0,0,0,0,0,0,0,0,0
344,51.0,Basic,Together,27190.0,1,0,13,4012,1,6,7,0,1,3,18,1,1,0,2,8,0,0,1,0,0,1,2,1,0
345,72.0,Graduation,Divorced,82623.0,0,0,58,3925,204,34,204,172,153,173,940,1,2,9,4,1,0,0,0,0,0,0,0,0,0
346,59.0,Graduation,Married,44300.0,1,1,65,4065,30,0,9,0,0,3,42,2,1,0,3,6,0,0,0,0,0,0,0,0,0
347,54.0,Graduation,Divorced,84835.0,0,0,0,3707,189,104,379,111,189,218,1190,1,4,4,6,1,0,0,0,0,0,1,1,1,0
348,53.0,Graduation,Widow,30372.0,1,1,33,4245,15,0,12,7,3,7,44,3,2,0,3,7,0,0,0,0,0,0,0,0,0
349,48.0,Master,Married,33181.0,1,0,90,3871,9,0,3,0,0,4,16,1,1,0,2,6,0,0,1,0,0,0,1,1,0
350,67.0,Graduation,Married,71113.0,0,1,95,3888,495,33,255,11,33,8,835,4,6,7,9,4,0,0,0,0,0,0,0,0,0
351,38.0,Graduation,Married,71952.0,1,0,93,4229,656,80,455,52,107,93,1443,2,8,4,8,4,0,0,1,0,1,0,2,1,0
352,58.0,PhD,Single,69759.0,0,0,38,3938,452,20,514,13,30,0,1029,3,4,6,5,3,0,0,0,0,0,1,1,1,0
353,50.0,Graduation,Married,72099.0,0,0,18,4304,546,91,410,119,0,22,1188,1,3,4,10,1,0,0,0,0,0,0,0,0,0
354,48.0,PhD,Single,60000.0,0,1,57,4248,1048,0,217,0,0,12,1277,5,11,3,5,6,0,0,0,0,0,0,0,0,0
355,46.0,Graduation,Single,38643.0,1,1,45,3906,22,2,14,0,1,10,49,2,2,0,3,7,0,0,0,0,0,0,0,0,1
356,69.0,Graduation,Married,50737.0,0,1,61,4108,78,0,11,0,0,10,99,1,2,0,4,6,0,0,0,1,0,0,1,1,0
357,55.0,PhD,Married,68462.0,0,0,6,4258,561,64,785,84,128,48,1670,1,3,3,8,1,0,0,0,0,0,0,0,0,0
358,81.0,Master,Married,65073.0,0,0,65,4007,629,17,177,69,0,8,900,1,5,3,5,2,0,0,0,0,0,0,0,0,1
359,76.0,PhD,Together,46681.0,0,2,52,3958,269,15,69,15,19,38,425,2,4,6,4,5,0,0,0,0,0,0,0,0,0
360,67.0,Graduation,Married,78618.0,0,0,87,4333,736,163,818,212,163,61,2153,1,4,7,10,2,0,0,0,1,0,0,1,1,0
361,55.0,PhD,Widow,62187.0,0,1,38,3793,512,0,83,0,0,41,636,3,6,2,10,4,0,0,0,0,0,0,0,0,0
362,46.0,Graduation,Married,28442.0,2,0,53,3819,19,3,10,11,8,6,57,3,2,1,4,4,0,0,0,0,0,0,0,0,0
364,57.0,Graduation,Married,51479.0,1,1,67,4242,247,8,160,6,8,65,494,7,6,3,6,7,0,0,0,0,0,0,0,0,0
365,55.0,Graduation,Single,54803.0,0,1,65,4371,404,0,92,28,27,142,693,2,6,2,9,4,0,0,0,0,0,0,0,0,0
366,64.0,Graduation,Married,79530.0,0,0,64,4102,333,0,815,129,42,29,1348,1,4,10,11,2,0,0,0,0,0,0,0,0,0
367,48.0,Graduation,Divorced,31615.0,1,0,82,4164,2,3,20,6,11,9,51,2,2,0,3,7,0,0,0,0,0,0,0,0,0
368,62.0,Graduation,Together,72025.0,0,0,27,4283,833,33,549,151,133,233,1932,1,4,3,8,3,0,0,0,0,0,0,0,0,0
369,49.0,PhD,Single,52614.0,0,1,63,4269,789,0,142,12,9,38,990,2,2,4,8,8,0,0,0,0,0,0,0,0,0
370,40.0,2n Cycle,Married,35684.0,1,0,66,3762,10,4,7,0,6,3,30,1,1,0,3,6,0,0,0,0,0,0,0,0,0
371,49.0,Graduation,Married,48178.0,1,1,69,4303,159,4,45,6,2,38,254,6,5,1,4,8,0,0,0,0,0,0,0,0,0
372,54.0,Master,Single,29548.0,1,0,52,3998,7,1,6,3,1,11,29,1,1,1,2,4,0,0,1,0,0,0,1,1,0
373,58.0,Graduation,Single,63810.0,0,1,45,4289,977,12,253,16,12,101,1371,4,4,3,12,8,0,0,0,1,0,0,1,1,0
374,52.0,PhD,Single,38578.0,1,1,2,4066,38,4,22,3,3,3,73,3,3,0,3,8,0,0,0,0,0,1,1,1,0
375,49.0,Master,Single,46098.0,1,1,86,4374,57,0,27,0,0,36,120,4,3,2,2,8,0,0,0,0,0,0,0,0,0
376,54.0,Graduation,Single,22585.0,0,0,23,4162,3,9,15,13,2,39,81,1,1,1,2,9,0,0,1,0,0,1,2,1,0
377,35.0,Graduation,Single,30279.0,1,0,13,4240,10,4,14,4,4,1,37,1,1,0,3,8,0,0,0,0,0,0,0,0,0
378,63.0,PhD,Together,66426.0,0,1,14,3964,1043,24,97,32,24,157,1377,2,3,5,10,6,0,0,0,0,0,0,0,0,0
379,55.0,Graduation,Single,30822.0,1,0,92,4074,3,9,13,2,12,12,51,1,1,0,3,7,0,0,0,0,0,0,0,0,0
380,55.0,PhD,Married,33581.0,2,0,38,4231,11,0,5,0,0,1,17,1,1,0,2,8,0,0,0,0,0,0,0,0,0
381,39.0,Graduation,Married,19986.0,1,0,74,3921,3,6,5,0,2,6,22,1,0,0,3,7,0,0,0,0,0,0,0,0,0
382,70.0,Graduation,Widow,27421.0,0,0,14,4258,43,12,96,78,40,55,324,3,4,1,6,7,0,0,0,0,0,0,0,0,0
384,43.0,Master,Single,36143.0,1,0,33,3785,12,0,1,0,0,6,19,1,0,1,2,3,0,0,0,0,0,0,0,0,0
385,53.0,Graduation,Single,10245.0,1,0,32,4104,4,7,7,6,4,13,41,3,1,2,2,5,0,0,0,0,0,0,0,0,0
386,56.0,Master,Together,43795.0,0,1,11,3950,314,11,53,4,3,107,492,3,7,3,4,7,0,0,0,1,0,1,2,1,0
387,64.0,Graduation,Together,63381.0,0,1,78,4326,571,50,142,33,50,159,1005,4,4,5,13,2,0,0,0,0,0,0,0,0,0
388,75.0,Graduation,Together,38823.0,0,1,56,4362,70,0,11,2,8,23,114,1,2,1,3,6,0,0,0,0,0,0,0,0,0
389,56.0,PhD,Divorced,83664.0,1,1,57,4111,866,21,151,28,21,86,1173,3,2,2,12,5,0,0,0,0,0,0,0,0,0
390,45.0,Graduation,Together,90300.0,0,0,7,3871,594,134,786,33,134,57,1738,0,5,6,8,1,0,0,0,0,1,0,1,1,0
391,45.0,Master,Together,62499.0,1,0,0,3896,140,4,61,0,13,4,222,2,3,1,6,4,0,0,0,0,0,0,0,0,0
392,31.0,Graduation,Single,74293.0,0,0,66,3750,375,152,335,93,91,81,1127,1,5,4,6,2,0,0,0,0,0,0,0,0,0
393,78.0,PhD,Married,51012.0,0,0,86,4131,102,9,63,2,9,24,209,1,4,1,4,6,0,0,0,0,0,0,0,0,0
394,56.0,Master,Married,70777.0,0,1,80,3818,554,35,113,0,7,78,787,3,5,3,12,3,0,0,0,0,0,0,0,0,0
